ID,CONSTITUENCY,MP,APPPELLANT NAME,DATE OF BIRTH,RACE,DWELLING TYPE,NRIC,CONTACT,SUBMITTED DATE,OUTCOME DATE,GOVERNMENT AGENCY NAME,PRIVATE ORGANISATION NAME,APPEAL CATEGORY,APPEAL STATUS,REASON FOR APPEAL,APPEAL OUTCOME,OUTCOME REMARKS,SUPPORTING DOCUMENTS FROM MP,URGENT,REAPPEAL,FOLLOW UP
2406250804,East Coast GRC - Kampong Chai Chee,Heng Swee Keat,LIM JOO MENG,30-Jun-64,Chinese,HDB 3 Room,S1650544G,83171922,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Others,Appeal Sent,"My resident, Lim Joo Meng, would like to seek HDB's reply on his HDB Flat Eligibility (HFE)

On 26 March 2024, he visited HDB Hub in Toa Payoh to submit the necessary documents for HDB application. Serene Lee from HDB replied him on 15 April, requested him to submit all the documents via the HDB website with the reference number 24070287X. 

On 23 April 2024, he followed up on his request to HDB by submitting his CPF, income statements and his Thai wife's IC and Passport. 

Since he didn't receive any reply from HDB, on 24 May 2024, Mr Lim submitted a new request with the reference number: 202405030007765868. He received an email on 27 May 2024, HDB Officer Farida D/O Pareed Khan replied him that there were insufficient income documents and unable to determine his HFE. He's not sure if this is a duplicate application and seek HDB's clarification.

My resident would like to know the status of his HFE, as currently he requires an accomodation/ to rent a flat while waiting for the HFE reply. 

We seek your advice on this URGENTLY so that he can plan and has an accommodation in short time. 

Please expedite a reply to him via email at limjoomeng64@gmail.com",Pending,,N,N,N,
2406250800,East Coast GRC - Siglap,Heng Swee Keat,LEONG POH YIN,6-Jun-60,Chinese,Landed Property,S1427907E,96771426,26-Jun-24,30-Jun-24,Housing & Development Board (HDB),,Others,Appeal Closed,"Mr Leong Poh Yin (SXXXX907E) is appealing to HDB on his SBF application.

Mr Leong tried to ballot for a SBF flat, however HDB allocated him a queue number for BTO flats. He appealed to HDB in his previous letter to allow him to ballot for a SBF flat. Although HDB responded by saying that he had been “ballotted with a queue position of 264 in the Feb 2024 SBF exercise”, when Mr Leong checked he found that he was still placed in the BTO queue.

Mr Leong is appealing to HDB to allow him to ballot for a SBF rather than a BTO so that he will be able to find a flat faster rather than needing to wait until 2028.

Please respond to Mr Leong via email (samleong787@gmail.com) with a copy for my reference. 

Thank you.",Rejected,"Mr Heng Swee Keat. MP for East Coast GRC. Thank you for your referral of 24 Jun
2024 (Ref: 008-2406040655) about Mr Leong's appeal for housing assistance. A
copy of our reply is for your information, please.",N,N,N,
2406250799,East Coast GRC - Bedok,Heng Swee Keat,ONG PANG YEW,8-Apr-54,Chinese,HDB 3 Room,S0099224J,96816545,26-Jun-24,3-Jul-24,Inland Revenue Authority of Singapore (IRAS),,Others,Appeal Closed,"The above constituent sought my assistance to appeal to IRAS to review his wife unpaid GST amounting to $4,435.62 for PY ONG Construction Pte Ltd. 

His wife received an SMS from IRAS informing that $4,435.62 output tax was due for PY ONG Construction Pte LTd. 

Mr Ong shared that his wife's company has temporary ceased operations as there were no works assigned to the company. Based on his latest submission on 03 Jun 2024, his total output tax due was $1,766.69. He was unsure how the output tax due amounted to $4,435.62. According to him, IRAS had deducted $500 from his company bank account and the outstanding should be $1,200.

He hopes that IRAS can review the reason for the increase in the output tax amount.

Kindly reply to him with a copy to me.",Approved,"Dear Mr Heng Swee Keat

We refer to your email of 26 Jun 2024 regarding Mr Ong Pang Yew's appeal on behalf of PY Ong Construction Pte. Ltd. (POCPL) to review the reason for the increase in the Goods and Services Tax (GST) output tax.

2.      As Mr Ong is not authorised to act for POCPL's GST matters, we have written to Mr Ong informing him that we have communicated with POCPL directly regarding his appeal.

3.      You have requested for a copy of our reply for reference. As we are bound by the Official Secrecy Provision to treat taxpayer's information as confidential, we regret that we are unable to provide you with a copy of the reply. We appreciate your understanding in this matter.

Thank you.

Yours sincerely",N,N,N,
2406250654,East Coast GRC - Bedok,Heng Swee Keat,KHOO SOH GUAN EDDIE,2-May-48,Chinese,HDB 1 Room,S1050403A,96237498,26-Jun-24,2-Jul-24,Central Provident Fund Board (CPF),,Silver Support Scheme,Appeal Sent,"My constituent has sought my assistance for the Silver Support Scheme. 

Mr Khoo Soh Guan Eddie shared that he has been on the Silver Support Scheme since 2023. His latest payout was in March 2024, and he did not receive a payout in June 2024. He is unsure if he is still on this scheme as he has not received any updates from CPFB. If he is no longer on the scheme, he hopes to be put back on it.

Mr Khoo shared that he is currently struggling due to a lack of cash. He receives about $500 a month from his CPF and insurance payouts. He faces mobility issues and has had to reschedule medical appointments due to insufficient money to take a taxi.

Please update Mr Khoo on the status of his Silver Support Scheme, and assist him accordingly. You may reply to him directly, sending a copy to me. 

Thank you.",Pending,,N,N,N,
2406250653,East Coast GRC - Fengshan,Heng Swee Keat,ZULKIFLI BIN SAINI,23-Apr-75,Malay,HDB 2 Room,S7512810Z,87425495,26-Jun-24,8-Jul-24,Housing & Development Board (HDB),,Lease Admin Matters,Appeal Closed,"Please ref to HDB E/HG/1107-0203-6-32 dated 10 May 2022 and HG/80810329829 dated 31 Jan 2022.

Mr Zulkifli (IC No: S7512810Z) has on HDB records an arrears of $ 34,156.31 for his purchased flat at Blk 611 Hougang Ave 8 # 05-510. His application for waiver of the ex-lease debt has been unsuccessful. He is now seeking HDB for lifting the debarment and allow him to buy a 3-room BTO flat and to include the arrears of $ 34,156.31 to the total cost of the 3-room new flat. His case has been pending since 2022 and he hopes HDB could assist and expedite his application. 

Please advise him accordingly.",Rejected,"HDB had earlier assisted owner to arrange an instalment plan to clear the
Ex-Lease Debt. However, ex-owner had not adhered to the instalment plan. He is
concurrently owing 9 months of rental arrears.",N,N,N,
2406250652,East Coast GRC - Bedok,Heng Swee Keat,YAP TIONG KANG,14-Nov-35,Chinese,HDB 1 Room,S0539783I,84526696,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Renting from HDB,Appeal Sent,"Mr Yap has encountered some trouble paying for his HDB rental.

He is part of the pioneer generation, is 90 years old, has no income, and is a widower. His son has retired due to age and medical resons. His daughter is soon to retire this month.

He had previously been able to pay for the rental income through money given by his children and the Silver Support Scheme. They have since retired and  are facing financial constraints. The total amount he is receiving is $600, while the rental and utilities amount to about $150 per month. With only $450 left to live on, he is finding it difficult to sustain his daily living expenses. 

In 2021, he had been reminded by HDB that he would be able to approach HDB for review of his rental, but disregarded it at the time as he was still able to fulfil his rent then. 

As his income sources deplete, he would now like to request for HDB to review the rental as he struggles to pay the rent each month while still having enough left over for daily living expenses.

If you could kindly look into Mr Yap's case, and render him some help, he would be very grateful.",Pending,,N,N,N,
2406250651,East Coast GRC - Bedok,Heng Swee Keat,YAP TIONG KANG,14-Nov-35,Chinese,HDB 1 Room,S0539783I,84526696,26-Jun-24,27-Jun-24,Ministry of Social and Family Development Social Service Office @ Bedok (SSO-BK),,Financial Assistance (eg: employment assistance),Appeal Closed,"Mr Yap is appealing for financial assistance. 

Mr Yap had sought assistance with financial issues regarding the payment of his rent to HDB. 

He is 90 years old and a part of the pioneer generation. Between the money he is receiving from the Silver Support Scheme, and a token sum he is receiving from his retired children, he is living on about $600 a month. The rental of his HDB flat along with the utilities amount to $150 leaving him with only $450 for all his daily living expenses. He has been struggling to sustain himself with this amount and thus is requesting help from SSO. 

Kindly look into his case and look to provide him with the financial assistance he requires. Do keep us informed of his situation.",Rejected,Client declined assistance.,N,N,N,
2406250650,East Coast GRC - Fengshan,Heng Swee Keat,MAHIRA BINTE TUNASIR,12-Apr-88,Malay,Landed Property,S8811718B,82686805,26-Jun-24,26-Jun-24,Housing & Development Board (HDB),,Others,Appeal Sent,"My resident, Mahira Binte Tunasir, would like to seek advice from HDB regarding her purchase of BTO 5-room flat. 

Mahira is a lab technician (MOE) and was single in 2019. She purchased a private property, on behalf of her sister, for stay. She got married in 2021. In 2024 April, she gave her niece her private property as a gift. Letting go her private property, currently she's staying in her niece's house. She, therefore, would like to apply a HDB 5-room (BTO) for her family - husband and her 2 young children of 1 year old and 3 months old.

Since her private property is a gift and not a sale/purchase transaction, she therefore would like to seek HDB's advice if she can proceed application without 30 months interval. 

Please reply to Mahira via email and do update me the status of the appeal.",Pending,,N,N,N,
2406250649,East Coast GRC - Bedok,Heng Swee Keat,LOW CHEW SEAH,3-Sep-71,Chinese,HDB 2 Room,S7131307G,88758062,26-Jun-24,26-Jun-24,,Changi General Hospital (CGH),,Appeal Sent,"My constituent sought my assistance to appeal to CGH for a replacement for his Personal Mobility Aid (PMA). 

According to him, his current PMA is already approaching 5 years of age. The battery life of his PMA is limited and he spends more time charging the device then actually utilising it. He is immobile and therefore he finds it difficult to go for his medical checkups in CGH. He hopes that CGH is able to connect with him, either remotely (Hp: 88758062) or through community health posts and to assess if his PMA needs to be replaced. 

Kindly reply to him direct with a copy to me. 

Thank you.",Pending,,N,N,N,
2406250648,East Coast GRC - Bedok,Heng Swee Keat,LOW CHEW SEAH,3-Sep-71,Chinese,HDB 2 Room,S7131307G,88758062,26-Jun-24,27-Jun-24,Ministry of Social and Family Development Social Service Office @ Bedok (SSO-BK),,Financial Assistance (eg: employment assistance),Appeal Sent,"My constituent sought my assistance to appeal to SSO@Bedok for assistance with regards to SP Group arrears ($195.29). He is in contact with officer Angela Chua from the office and according to him, he was told that the utility assistance has gone to his Yishun flat. 

He wishes to clarify that he has not moved into his Yishun flat yet. He has been staying with his mother-in-law in the Bedok rental flat for the past 7 months. He is asking for assistance related to the utilities incurred by occupiers of the Bedok flat. He hopes that this clarification helps SSO to redirect the support to where it is needed, which is the Bedok rental flat. 

Kindly reply to him direct with a copy to me. 

Thank you.",Pending,,N,N,N,
2406190217,East Coast GRC - Fengshan,Heng Swee Keat,LEOW HUI LIN,4-Mar-90,Chinese,HDB 4 Room,S9007833Z,91295611,26-Jun-24,27-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Closed,"Ms Leow approached us on 2 April 2024 to appeal for the status of her husband's SPR application. Other than an acknowledgement she received on 13 March 2024, ICA has not reply thereafter. Attached below is the appeal made on 2 April 2024.

Please assist to expedite a reply to her on her appeal below. Do copy me a letter of your reply.
------------------------------------
Appeal dated: 2 April 2024

My resident, Leow Hui Lin, would like to follow-up on her husband's PR application (EPR-2024-PRE-000767124) which was acknowledged by ICA on 13 March 2024.

Her husband, Tee Keng Wang (S-pass holder), has come to Singapore 4-5 years ago working in F&B and started from COVID-19 times, he worked as a project manager for drama produced by MediaCorp. His current monthly salary is SGD2,600.

They got married last month. He and his wife are currently living apart and would like to apply a BTO to start a family soonest.

They seek your agency's help to expedite the process of his application. Please reply to them via phone and email teekengwang22@gmail.com and do update me on the status.

Thank you.
--------------------------",Others,An existing PR application is under processing. Will inform appellant of the outcome once finalised. - There is an existing PR application under processing. We will inform the appellant of the outcome once it has been finalised.,N,N,N,
2406110701,East Coast GRC - Changi Simei,Heng Swee Keat,GUI YE CHONG,19-Jan-57,Chinese,HDB 3 Room,S2633491H,97574867,13-Jun-24,5-Jul-24,MHA - Singapore Police Force: Police Case (SPF-PC),,Others / Matters related to police case,Appeal Closed,"My resident, Mr  Gui Ye Chong, claims that he was a victim of a financial fraud. 

According to him, he lost over $830,000. 
Reference number: G/20240509/2119 (original) and G/ 20240510/7008 (with some amendments).

He contacted the police on 9 May 2024, and was told that the police need statements from the banks. The banks apparently submitted statements to the police on 15 May 2024. 

On 20 May 2024, he contacted the police for an update, and was informed that the banks have yet to send the statements. 

Mr Gui would like to 
(1) Know which officer is in charge of his case for continuity purposes, that is, to provide him a designated point of contact. 
- He complains that every time he emails the police regarding the case, he is met with an out of office email. 
(2) Have an update on the case as soon as possible. 
(3) Know how long it will take to process, and be kept in the loop on the investigation. 

Please assist him accordingly.",Approved,"Dear MP,

We have replied to the appellant to address his appeal. Please see a copy of the reply as attached for reference. Thank you.",N,N,N,
2406110700,East Coast GRC - Siglap,Heng Swee Keat,WONG WEI QUAN,25-Apr-95,Chinese,HDB 5 Room,S9515199Z,87711558,13-Jun-24,18-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,"Long Term Visit Pass, Student's Pass, Extension of Stay, Entry Visa",Appeal Closed,"Mr Wong is appealing on behalf of his girlfriend, Ms Nguyen, for entry into Singapore. 

Reference no. V/SVP/400640/2024
Application ID: AFE-2024-APP-000002002

Ms Nguyen had previously be deported from Singapore in 2018. In Mr Wong’s words, she was at a bar, drinking with ‘friends’ when the police arrested her. She was under a student pass at the time, studying at Dimensions international College. 

He had approached ICA on how long her ban from Singapore be, as he needed to make plans on allowing her to enter Singapore. She had gotten pregnant with his child and he is making plans to bring her to Singapore to marry and care for her and the baby. 

They are currently stationed in JB to be closer to each other. He travels to JB to see them every few days. 

Please consider his appeal on compassionate grounds. 

Thank you",Others,APPEAL ON BEHALF OF MR WONG WEI QUAN - We will reply directly to Mr Wong Wei Quan on the outcome of his appeal.,N,N,N,
2406110699,East Coast GRC - Fengshan,Heng Swee Keat,BAI HAONAN,6-Feb-87,Chinese,Condominium / Private Apartment,S8755469D,83887726,13-Jun-24,14-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Closed,"My resident, Mr Bai Haonan, NRIC SXXXX469D, informed me that his spouse, Ms Shi Hongyan, FIN G5319909M, Application Ref. No. EPR-2023-PRE-0000687121, had submitted her SPR application to ICA on 28 August 2023.

Since application date, she has not received any update from ICA.

Ms Shi had in 2023 obtained a Masters in Business Administration from Glyndwr University and hopes to be able to contribute to the workforce with the new qualification.

We would like to request ICA to update Ms Shi on the outcome of her application, with copy to me. You may contact Ms SHI at tel. 81896681, shichris3@gmail.com.

Thank you.",Others,Request noted. We will follow-up with the Applicant - There is an existing application under processing. Applicant will be informed of the outcome once it has been finalised.,N,N,N,
2406110702,East Coast GRC - Bedok,Heng Swee Keat,TENG TIN YONG,1-Oct-58,Chinese,HDB 3 Room,S1313956C,90283261,13-Jun-24,13-Jun-24,Singapore Food Agency (SFA),,Others,Routed,"Mr Teng is currently frying oyster omelette at Lagoon Food Village. He has a medical history of slipped disc and heart problems (lumbar spondylosis and degenerative disc disease). 

He has been admitted to the hospital in the past, and was recommended against standing for long periods.

Mr Tan says that multiple doctors have recommended against his current role, which requires him to stand for prolonged periods of time. He has a memo from a doctor stating that heavy loads will worsen his condition. However, as he is still paying for medical bills and supporting himself, he is required to continue working.

He would like to appeal for a change in licence to operate a drinks store as that would be less straining on him.

Please consider his apppeal and do reply to him via letter in both English and Mandarin.",Routed,"Licence is for a NEA managed food stall. For NEA's follow-up, please.",N,N,N,
2406110702,East Coast GRC - Bedok,Heng Swee Keat,TENG TIN YONG,1-Oct-58,Chinese,HDB 3 Room,S1313956C,90283261,13-Jun-24,20-Jun-24,National Environment Agency (NEA),,"Market & hawker stall issues (e.g. reduce/wavier of charges, arrears etc.)",Appeal Closed,"Licence is for a NEA managed food stall. For NEA's follow-up, please.",Rejected,"Dear Adviser

Based on our assessment, there is already a sufficient supply of drinks stalls at the above centre, including stall #041 which is located in the same row as his stall. We have considered hia appeal and regret that we are unable to accede to hia appeal to change the trade of hia stall to sell drinks. We seek hia understanding on this matter.

Should hw wish to operate a hawker stall to sell drinks, hw may consider tendering for an available drinks stall at other hawker centres during our monthly tender exercises. Alternatively, to alleviate the burden of standing for prolonged hours, hw can consider selling food that requires simple preparation, such as snacks. hw dowa  not need to apply for a change of trade if he decide to switch to sell snacks",N,N,N,
2406110698,East Coast GRC - Changi Simei,Heng Swee Keat,GUI YE CHONG,19-Jan-57,Chinese,HDB 3 Room,S2633491H,97574867,13-Jun-24,13-Jun-24,,East Coast Town Council,,Appeal Sent,"My resident, Mr Gui Ye Chong, would like to apply for a waiver of a fine for excessive ODA display and/ or obstruction of common property at commercial or residential common areas 

His initial offence was in July 2023, for a quantum of $100. A  letter on his behalf to the Town Council to ask for a waiver was sent but he claims tha the Town Council took more than half a year to reply to his appeal, and came back with a letter informing him of an additional $200 fine, utimately, a total amount of $300. 

Mr Gui feels that this is unfair to him, as he was only delaying payment because he was waiting for the result of the appeal. 

Mr Gui hopes the Town Council can waive his fines. 

Please assist to advise him accordingly.",Pending,,N,N,N,
2406110683,East Coast GRC - Bedok,Heng Swee Keat,POH CHEE BOON,17-Feb-78,Chinese,HDB 2 Room,S7804756I,80637947,13-Jun-24,25-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,"Long Term Visit Pass, Student's Pass, Extension of Stay, Entry Visa",Appeal Closed,"Mr Poh has been appealing repeatedly for her daughter's student pass but was rejected by ICA in all occasions. His daughter, Ms Zheng Ying (PP No: EH9333224) managed to secure a place at Bedok Green Primary School but she could not pursue her education as her student pass was rejected. As Ms Zheng Ying has left Singapore since Apr 24, he hopes ICA can review his appeal for the student pass before he brings back to Singapore. 

Separately, he is appealing for ICA to extend the short term visit pass of his wife, Ms Li Yan Qing (PP No: EE7745929) which is expiring on 12 June 2024. 

Please assist him accordingly.",Others,"- - Dear Sir/Madam,

We will reply to Mr Poh Chee Boon on the outcome of his appeal.

Thank you.",N,N,N,
2406110681,East Coast GRC - Changi Simei,Heng Swee Keat,LIM AI CHIN,24-Nov-53,Chinese,Others / Unknown,S0046186E,89153563,13-Jun-24,5-Jul-24,JTC Corporation (JTC),,Others,Appeal Closed,"Ms Lim Ai Chin (SXXXX186E) is appealing to JTC Corporation for an extension of her payment period for SG Heritage Food Pte Ltd.

She is currently in the middle of settling a monetary fraud case which will give her enough funds to repay JTC. Her case ,involving over $200 000, has been taken up by a Principal Investigating Officer under Ministry of Law. With the rapid progress being made on her case by the officer, Ms Lim is hopeful that she will receive the money back soon.

JTC has issued Ms Lim a notice of termination (NT/1900002980/A7008440). Ms Lim is willing to pay back the money, however business for her food factory has recently been slow so she will need more time.

She is hence appealing to JTC to look upon her situation compassionately and grant her an extension of the payment period. She will pay back whatever amount she receives from the scam, which could completely cover the outstanding arrears of $100 000.

Please respond to Ms Chin via email (dsscontainers@gmail.com).

Thank you",Rejected,"Dear MP

As this is a repeated appeal and Ms Lim did not provide any new information for our reconsideration, we have rejected her appeal and will not be replying to further appeals henceforth, unless there are new developments to the case. A copy of our reply to the appellant is attached for your information.

Thank you.",N,N,N,
2406110678,East Coast GRC - Bedok,Heng Swee Keat,NEO JAMMIN,10-Mar-84,Chinese,HDB 4 Room,S8407112I,94569086,13-Jun-24,20-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,"Long Term Visit Pass, Student's Pass, Extension of Stay, Entry Visa",Appeal Closed,"Mr Neo Jammin is appealing on behalf of his wife, Ms Nutjira Chainuea, for a LTVP. 

He had applied for a LTVP on 18th April, ref no. VSC202404187333, and the status is currently ‘receiving attention’. He hopes the application can be settled to allow him to apply for local insurance for his wife and to settle other administrative matters. 

His wife had just given birth in Singapore to a healthy baby girl, Emily Neo Xin En, which is pending approval for her birth certificate. 

Please consider the appeal and reply direct to him with a copy to me.",Others,"Others - We have issued a reply to the appellant on 20.06.2024 as follows:

The relevant unit is still processing Mdm Chainuea Nutjira's Long-Term Visit Pass application which was submitted on 18 Apr 2024.


We note that on 10 Jun 2024, the officer had requested for certain documents and clarifications, but you have not responded. Please respond promptly so that she can continue processing the application.",N,N,N,
2406110676,East Coast GRC - Bedok,Heng Swee Keat,ZURAINI BINTE ABDUL MUTALIB,4-Oct-67,Malay,HDB 4 Room,S1790168J,87438277,13-Jun-24,14-Jun-24,Ministry of Social and Family Development Social Service Office @ Bedok (SSO-BK),,Financial Assistance (eg: employment assistance),Appeal Sent,"Mdm Zuraini bte A Mutalib aged 57 years old is unemployed and wheelchaired bound due to aspinal injury. She is married to Mr Anuar b Mohd Noor who has just started work. Both of them have applied for SSO financial assistance since Jan 2024 but due to lack of documentation their application has been on hold. 

Mdm Zuraini has agreed to send Whatsapp copies of the documents required as they are in urgent need of financial assistance. The husband is unable to take leave to attend to SSO as he is still on probation. Much appreciated if SSO could assist in one way or the other. They have rental arrears, SP services arrears and other financial issues. 

Please assist and contact her direct with a copy to me. She can be contacted at HP: 87438277.",Pending,,N,N,N,
2406110656,East Coast GRC - Bedok,Heng Swee Keat,SEOW SEE HUANG,25-Jun-45,Chinese,HDB 4 Room,S0915338A,96183238,13-Jun-24,2-Jul-24,MHA - Singapore Police Force: Traffic Police (SPF-TP),,Traffic offences,Appeal Closed,"My resident, Mr Seow See Huang, got into an accident 6 months ago on December 13 2023. As a result, his vehicle was impounded as evidence to assist in police investigations, and has been in police possession ever since. 
 
Mr Seow would like (1) an update on the progress of any Traffic Police investigations into his accident 6 months ago, (2) have the case concluded as soon as possible,  and (3) wishes that his car be released to him as soon as possible, seeing as it has been almost 6 months since the accident. 

Please assist him accordingly. 

Thank you.",Rejected,"Dear Mr Heng Swee Keat,

I refer to your appeal dated 13 June 2024, on behalf of Mr Seow See Huang.

We have reviewed the appeal. Please see attached reply. 

Thank you",N,N,N,
2406110655,East Coast GRC - Bedok,Heng Swee Keat,Wee Li Hui,28-Sep-84,Chinese,HDB 3 Room,S8431119G,93361498,13-Jun-24,14-Jun-24,Housing & Development Board (HDB),,Others,Appeal Closed,"Ms Wee Li Hui (S8431119G) is appealing to HDB regarding her BTO applications. 

Initially, Ms Wee managed to secure flats in Tengah and Punggol under the Singles Scheme. However, she rejected these locations as they were too far from her parents who live in Bedok. She wants to visit them regularly as well as take care of her mother who is of ailing health, being partially deaf and having leg conditions. She was subsequently barred from applying for a BTO for a year.

Since then she has repeatedly tried to ballot for a flat. However for the past four years, she has not succeeded in getting a favourable queue number. She has now unsuccessfully tried for about eight exercises. She hopes to shift out of her current house soon as her family of five is currently cramped together within a 3-room flat.

Ms Wee is hence appealing to HDB to give her a greater chance for balloting a favourable queue number as she has already tried many times unsuccessfully and is getting old.

Please respond to Ms Wee via email (labbitwee@hotmail.com) with a copy for my reference. 

Thank you.",Rejected,"Due to the limited supply and highly subsidised nature of new public housing, we
are unable to accede to your appeal for special assistance to buy a flat from
HDB, to be fair to all the other buyers. This is why HDB sells its available
flats in public sales exercises, i.e. a BTO and SBF exercises and open booking,
so that all eligible home seekers can have a fair chance to apply for them.",N,N,N,
2406110654,East Coast GRC - Bedok,Heng Swee Keat,NEO HOCK HONG,3-Jul-61,Chinese,HDB 3 Room,S1506077H,94879404,13-Jun-24,14-Jun-24,MHA - Immigration & Checkpoints Authority of Singapore (ICA),,Permanent Residence,Appeal Closed,"Mr Neo has applied PR for his son three times. His son, Neo Jia Hua William Felipe, was born in Phillippines in 2005.  He came to Singapore in 2016 at the age of 11 and started Primary 5 when he came to Singapore. He completed his primary and secondary education in Singapore. 

Mr Neo was married to his wife, who is William's mother, in Singapore in 2016. His wife is working in Singapore and has a LTVP. William has been in Singapore since 2016 and is now in Temasek Polytechnic, second year, studying cyber security and digital forensics. He is holding a student pass now.

Mr Neo received an email from ICA asking for additional documents for William's  PR application (EPR-2023-PRE-00651043) on 4 June 2024 and the documents were submitted on 6 June 2024. Mr Neo was informed that William's application was withdrawn on 7 June 2024. They would like to know what it means that the application was withdrawn. They have sent email and via online form to check with ICA, but they have not received reply from ICA. Mr Neo would like to know what happened to his son's PR application.

Please assist to look into the case.",Approved,The appeal has been approved and the outcome letter has been sent to the Applicant.,N,N,N,
2406110653,East Coast GRC - Bedok,Heng Swee Keat,DOSHI CHHOTALAL VRAJLAL,26-May-25,Indian,HDB 4 Room,S0368779A,98187714,13-Jun-24,14-Jun-24,Ministry of Health (MOH),,Others,Appeal Closed,"Mr Kirti was referred by the Bedok Polyclinic to CGH A&E concerning his abscess condition. He visited CGH on the same day , i.e. 28 Feb 2024 and was later diagnosed with Pilonidal abscess.

He was advised by the Dr Kao Nern Hoong on 3 options namely conservative (non-surgical) management and 2 surgical options (1 - antibiotics, 2 - minor surgery, 3 - in-depth surgery)  to treat the condition. He claims that he did not take any of the 3 options as he has already taken 2 course of antibiotics. Also, the surgery date cannot be confirmed as he was told his condition is non critical. 

Mr Doshi claims that his father Mr Kirti left the A&E without taking any medication or stay in the ward. However, the hospital replied in a letter to him on 31 May 2024 that he was admitted to the Emergency Dept at 2pm and was seen by a General Surgeon at 4.40pm that day. He was presented with 3 options, of which he decided to proceed with simple drainage of the abscess with an understanding that there would be a an increased risk of recurrence. Counselling regarding the risks of surgery was done and he understood and gave consent. He was then admitted to Ward 16 and seen again at 5.28pm on the same day by the General Surgery Team as he requested for discharge. He expressed that he was no longer keen for an operation in view of the long Emergency Operating Theatre waiting time. The hospital also claims that he was prescribed with an antibiotic, Augmentin before he left the hospital at 5.35pm the same day.

He was shocked to receive the bill (Ref: 6924008568A) amounting to $914.35 which includes the ward charges as well as the medication in which he claims he did not stay in nor take any medication.

Please assist to investigate into his dispute in this matter and advise him accordingly. Do copy me a letter of yourr reply.",Others,"FMS-732700-X2L3F1 WOGFMS:000117000853216 JU - On 14 Jun 2024, at 6:38 PM, moh_qsm@moh.gov.sg wrote:

Dear Mr Doshi,

We refer to your letter of 13 June 2024 through Mr Heng Swee Keat, MP for East Coast GRC to the Ministry of Health. 

We thank you for taking the time to share your feedback with us and are sorry to hear of your family's experience with Changi General Hospital (CGH)

As issues regarding billing clarification are operational matters under the purview of the respective healthcare institution, we have copied CGH in this email and have highlighted your concerns to CGH for their review and direct response to you.

We would appreciate if you can give them time to properly look into your case and address any concerns you may have

Thank you.

Yours sincerely,
Jeffrey Lee
for Quality Service Manager
Ministry of Health, Singapore
 
------------Original Email--------------",Y,N,N,
2406110646,East Coast GRC - Bedok,Heng Swee Keat,ANG LENG LENG IRENE,3-Aug-69,Chinese,HDB 4 Room,S6928750F,96722463,11-Jun-24,11-Jun-24,,East Coast Town Council,,Appeal Sent,"Mdm Irene would like to get an official response from the town council, and if possible, a physical meeting with one of the officers on queries to her questions.

Mdm Irene who is a resident at Blk 62 New Upper Changi Road, has written to the town council on the rationale of town council's setting up a site office (for a year) at the void deck which is almost fully occupied by a tuition centre and a seniors' gathering area.

Mdm Irene is not satisfied with the answer given by Town Council's Ivan Tan, which she feels was not professionally given to her. She claims that Ivan was rude in his response to her stating that the town council will set up a new office site, but no prior notice will be given to residents of such installation of an office.

Mdm Irene would like to find out: 
1) How does the Town Council work in terms of communicating when residents have queries about projects safety or inconvenience to residents.
2) Is there an authority that performs checks on town council in terms of services and communications?
3) Whether there is a proper feedback channel with the town council and the other relevant agencies regarding their residential surroundings

Please look into her request and advise her accordingly.",Pending,,N,N,N,
2406110509,East Coast GRC - Bedok,Heng Swee Keat,TAN TECK LOON LIONEL,17-Sep-68,Chinese,HDB 3 Room,S6830532B,98286877,11-Jun-24,11-Jun-24,,East Coast Town Council,,Appeal Sent,"Mr Tan Teck Loon Lionel Ic No: S6830532B is not working and has difficulties settling  the ECTC bills.

In May 2024, he had oustanding arrears of $ 405.18 and has paid a total of $ 297.18 minus the penalty charges of $ 108.00. He is asking for a waiver of the penalty charges on compassionate grounds.

Please consider his appeal and do write to him direct with a copy to me.",Pending,,N,N,N,
